Número de documentos (noticias) del corpus: 627
Número de palabras del corpus: 8319
Palabra: area Frec: 4 LogProb: -7.96957
Palabra: areas Frec: 7 LogProb: -7.49956
Palabra: arm Frec: 1 LogProb: -8.88586
Palabra: army Frec: 1 LogProb: -8.88586
Palabra: around Frec: 4 LogProb: -7.96957
Palabra: artv Frec: 1 LogProb: -8.88586
Palabra: arvo Frec: 1 LogProb: -8.88586
Palabra: asa Frec: 1 LogProb: -8.88586
Palabra: asia Frec: 3 LogProb: -8.19271
Palabra: asian Frec: 2 LogProb: -8.48039
Palabra: ask Frec: 1 LogProb: -8.88586
Palabra: asm Frec: 1 LogProb: -8.88586
Palabra: aspo Frec: 1 LogProb: -8.88586
Palabra: aspocomp Frec: 3 LogProb: -8.19271
Palabra: assignment Frec: 2 LogProb: -8.48039
Palabra: association Frec: 3 LogProb: -8.19271
Palabra: assuming Frec: 1 LogProb: -8.88586
Palabra: assumption Frec: 1 LogProb: -8.88586
Palabra: atom Frec: 1 LogProb: -8.88586
Palabra: atomic Frec: 2 LogProb: -8.48039
Palabra: atria Frec: 2 LogProb: -8.48039
Palabra: attract Frec: 1 LogProb: -8.88586
Palabra: attractive Frec: 2 LogProb: -8.48039
Palabra: august Frec: 5 LogProb: -7.78724
Palabra: augustoctober Frec: 1 LogProb: -8.88586
Palabra: australian Frec: 1 LogProb: -8.88586
Palabra: austria Frec: 1 LogProb: -8.88586
Palabra: austrian Frec: 2 LogProb: -8.48039
Palabra: automation Frec: 1 LogProb: -8.88586
Palabra: automobile Frec: 2 LogProb: -8.48039
Palabra: autumn Frec: 2 LogProb: -8.48039
Palabra: available Frec: 1 LogProb: -8.88586
Palabra: average Frec: 4 LogProb: -7.96957
Palabra: award Frec: 1 LogProb: -8.88586
Palabra: awarded Frec: 20 LogProb: -6.53448
Palabra: away Frec: 1 LogProb: -8.88586
Palabra: b Frec: 1 LogProb: -8.88586
Palabra: back Frec: 4 LogProb: -7.96957
Palabra: bae Frec: 1 LogProb: -8.88586
Palabra: bahia Frec: 1 LogProb: -8.88586
Palabra: bakosch Frec: 1 LogProb: -8.88586
Palabra: balance Frec: 2 LogProb: -8.48039
Palabra: bali Frec: 1 LogProb: -8.88586
Palabra: balti Frec: 1 LogProb: -8.88586
Palabra: baltic Frec: 4 LogProb: -7.96957
Palabra: baltics Frec: 2 LogProb: -8.48039
Palabra: bank Frec: 17 LogProb: -6.68863
Palabra: banks Frec: 2 LogProb: -8.48039
Palabra: barc Frec: 1 LogProb: -8.88586
Palabra: barclays Frec: 1 LogProb: -8.88586
Palabra: base Frec: 5 LogProb: -7.78724
Palabra: based Frec: 5 LogProb: -7.78724
Palabra: basis Frec: 1 LogProb: -8.88586
Palabra: basware Frec: 6 LogProb: -7.63309
Palabra: batam Frec: 1 LogProb: -8.88586
Palabra: batch Frec: 2 LogProb: -8.48039
Palabra: bavarian Frec: 1 LogProb: -8.88586
Palabra: bbh Frec: 2 LogProb: -8.48039
Palabra: bbl Frec: 2 LogProb: -8.48039
Palabra: bcd Frec: 1 LogProb: -8.88586
Palabra: bcs Frec: 1 LogProb: -8.88586
Palabra: bctmp Frec: 1 LogProb: -8.88586
Palabra: bearing Frec: 1 LogProb: -8.88586
Palabra: beat Frec: 1 LogProb: -8.88586
Palabra: beating Frec: 1 LogProb: -8.88586
Palabra: become Frec: 3 LogProb: -8.19271
Palabra: becomes Frec: 1 LogProb: -8.88586
Palabra: becoming Frec: 2 LogProb: -8.48039
Palabra: beer Frec: 11 LogProb: -7.0941
Palabra: before Frec: 8 LogProb: -7.38178
Palabra: beginning Frec: 1 LogProb: -8.88586
Palabra: beijing Frec: 2 LogProb: -8.48039
Palabra: being Frec: 3 LogProb: -8.19271
Palabra: benecol Frec: 1 LogProb: -8.88586
Palabra: benefon Frec: 2 LogProb: -8.48039
Palabra: best Frec: 2 LogProb: -8.48039
Palabra: better Frec: 6 LogProb: -7.63309
Palabra: between Frec: 7 LogProb: -7.49956
Palabra: beverages Frec: 2 LogProb: -8.48039
Palabra: beyond Frec: 1 LogProb: -8.88586
Palabra: bhushan Frec: 2 LogProb: -8.48039
Palabra: bid Frec: 1 LogProb: -8.88586
Palabra: bidirectional Frec: 1 LogProb: -8.88586
Palabra: bilfinger Frec: 1 LogProb: -8.88586
Palabra: billing Frec: 1 LogProb: -8.88586
Palabra: billion Frec: 13 LogProb: -6.93995
Palabra: biobv Frec: 1 LogProb: -8.88586
Palabra: biodiesel Frec: 2 LogProb: -8.48039
Palabra: biohit Frec: 1 LogProb: -8.88586
Palabra: biotie Frec: 1 LogProb: -8.88586
Palabra: bln Frec: 2 LogProb: -8.48039
Palabra: bn Frec: 5 LogProb: -7.78724
Palabra: bns Frec: 1 LogProb: -8.88586
Palabra: board Frec: 6 LogProb: -7.63309
Palabra: boats Frec: 1 LogProb: -8.88586
Palabra: bodies Frec: 1 LogProb: -8.88586
Palabra: book Frec: 4 LogProb: -7.96957
Palabra: books Frec: 1 LogProb: -8.88586
Palabra: boosted Frec: 3 LogProb: -8.19271
Palabra: bore Frec: 1 LogProb: -8.88586
Palabra: borrower Frec: 1 LogProb: -8.88586
Palabra: bosniaherzegovina Frec: 1 LogProb: -8.88586
Palabra: boston Frec: 1 LogProb: -8.88586
Palabra: both Frec: 18 LogProb: -6.63456
Palabra: bottom Frec: 1 LogProb: -8.88586
Palabra: bottomline Frec: 1 LogProb: -8.88586
Palabra: bought Frec: 1 LogProb: -8.88586
Palabra: brand Frec: 2 LogProb: -8.48039
Palabra: branded Frec: 1 LogProb: -8.88586
Palabra: brands Frec: 2 LogProb: -8.48039
Palabra: brasil Frec: 2 LogProb: -8.48039
Palabra: brazil Frec: 3 LogProb: -8.19271
Palabra: brazilian Frec: 1 LogProb: -8.88586
Palabra: breweries Frec: 2 LogProb: -8.48039
Palabra: brewers Frec: 1 LogProb: -8.88586
Palabra: brewery Frec: 3 LogProb: -8.19271
Palabra: bridge Frec: 3 LogProb: -8.19271
Palabra: bring Frec: 5 LogProb: -7.78724
Palabra: bringing Frec: 2 LogProb: -8.48039
Palabra: brisk Frec: 1 LogProb: -8.88586
Palabra: brisker Frec: 1 LogProb: -8.88586
Palabra: bristol Frec: 1 LogProb: -8.88586
Palabra: broadband Frec: 5 LogProb: -7.78724
Palabra: broker Frec: 1 LogProb: -8.88586
Palabra: brokerage Frec: 1 LogProb: -8.88586
Palabra: bssoss Frec: 1 LogProb: -8.88586
Palabra: build Frec: 1 LogProb: -8.88586
Palabra: builders Frec: 1 LogProb: -8.88586
Palabra: building Frec: 9 LogProb: -7.27642
Palabra: bukoba Frec: 1 LogProb: -8.88586
Palabra: bulgaria Frec: 1 LogProb: -8.88586
Palabra: bullish Frec: 2 LogProb: -8.48039
Palabra: bus Frec: 1 LogProb: -8.88586
Palabra: buses Frec: 1 LogProb: -8.88586
Palabra: business Frec: 31 LogProb: -6.11327
Palabra: businesses Frec: 3 LogProb: -8.19271
Palabra: button Frec: 1 LogProb: -8.88586
Palabra: buy Frec: 5 LogProb: -7.78724
Palabra: bypasses Frec: 1 LogProb: -8.88586
Palabra: c Frec: 1 LogProb: -8.88586
Palabra: cable Frec: 2 LogProb: -8.48039
Palabra: called Frec: 2 LogProb: -8.48039
Palabra: caller Frec: 1 LogProb: -8.88586
Palabra: calls Frec: 1 LogProb: -8.88586
Palabra: came Frec: 7 LogProb: -7.49956
Palabra: camera Frec: 1 LogProb: -8.88586
Palabra: canada Frec: 1 LogProb: -8.88586
Palabra: cap Frec: 1 LogProb: -8.88586
Palabra: capabilities Frec: 1 LogProb: -8.88586
Palabra: capability Frec: 2 LogProb: -8.48039
Palabra: capacity Frec: 6 LogProb: -7.63309
Palabra: capital Frec: 4 LogProb: -7.96957
Palabra: capman Frec: 1 LogProb: -8.88586
Palabra: cargo Frec: 3 LogProb: -8.19271
Palabra: cargotec Frec: 6 LogProb: -7.63309
Palabra: carmaker Frec: 1 LogProb: -8.88586
Palabra: carriage Frec: 1 LogProb: -8.88586
Palabra: carried Frec: 3 LogProb: -8.19271
Palabra: carrier Frec: 2 LogProb: -8.48039
Palabra: carrierrelated Frec: 1 LogProb: -8.88586
Palabra: carrying Frec: 2 LogProb: -8.48039
Palabra: cars Frec: 1 LogProb: -8.88586
Palabra: cash Frec: 5 LogProb: -7.78724
Palabra: categories Frec: 1 LogProb: -8.88586
Palabra: cee Frec: 1 LogProb: -8.88586
Palabra: cell Frec: 2 LogProb: -8.48039
Palabra: celular Frec: 2 LogProb: -8.48039
Palabra: cencorp Frec: 1 LogProb: -8.88586
Palabra: cent Frec: 7 LogProb: -7.49956
Palabra: central Frec: 1 LogProb: -8.88586
Palabra: centralising Frec: 1 LogProb: -8.88586
Palabra: centre Frec: 2 LogProb: -8.48039
Palabra: centres Frec: 1 LogProb: -8.88586
Palabra: centricity Frec: 1 LogProb: -8.88586
Palabra: ceo Frec: 14 LogProb: -6.87095
Palabra: certain Frec: 1 LogProb: -8.88586
Palabra: certification Frec: 1 LogProb: -8.88586
Palabra: certified Frec: 1 LogProb: -8.88586
Palabra: cessation Frec: 1 LogProb: -8.88586
Palabra: cet Frec: 1 LogProb: -8.88586
Palabra: cfo Frec: 1 LogProb: -8.88586
Palabra: cfsb Frec: 1 LogProb: -8.88586
Palabra: cgcbv Frec: 1 LogProb: -8.88586
Palabra: chain Frec: 4 LogProb: -7.96957
Palabra: chairman Frec: 1 LogProb: -8.88586
Palabra: change Frec: 2 LogProb: -8.48039
Palabra: changed Frec: 1 LogProb: -8.88586
Palabra: changes Frec: 2 LogProb: -8.48039
Palabra: changshu Frec: 1 LogProb: -8.88586
Palabra: chargers Frec: 1 LogProb: -8.88586
Palabra: charging Frec: 3 LogProb: -8.19271
Palabra: chartered Frec: 2 LogProb: -8.48039
Palabra: chassis Frec: 1 LogProb: -8.88586
Palabra: cheap Frec: 1 LogProb: -8.88586
Palabra: cheered Frec: 1 LogProb: -8.88586
Palabra: chemical Frec: 2 LogProb: -8.48039
Palabra: chemicals Frec: 2 LogProb: -8.48039
Palabra: chief Frec: 5 LogProb: -7.78724
Palabra: child Frec: 1 LogProb: -8.88586
Palabra: china Frec: 11 LogProb: -7.0941
Palabra: choice Frec: 1 LogProb: -8.88586
Palabra: cholesterol Frec: 1 LogProb: -8.88586
Palabra: choosing Frec: 1 LogProb: -8.88586
Palabra: chosen Frec: 1 LogProb: -8.88586
Palabra: christopher Frec: 1 LogProb: -8.88586
Palabra: chrome Frec: 1 LogProb: -8.88586
Palabra: circuit Frec: 1 LogProb: -8.88586
Palabra: citi Frec: 1 LogProb: -8.88586
Palabra: cities Frec: 1 LogProb: -8.88586
Palabra: citigroup Frec: 2 LogProb: -8.48039
Palabra: citing Frec: 1 LogProb: -8.88586
Palabra: city Frec: 5 LogProb: -7.78724
Palabra: clarity Frec: 1 LogProb: -8.88586
Palabra: classroom Frec: 1 LogProb: -8.88586
Palabra: clearly Frec: 1 LogProb: -8.88586
Palabra: client Frec: 2 LogProb: -8.48039
Palabra: clients Frec: 3 LogProb: -8.19271
Palabra: climbed Frec: 1 LogProb: -8.88586
Palabra: clinical Frec: 1 LogProb: -8.88586
Palabra: close Frec: 3 LogProb: -8.19271
Palabra: closed Frec: 1 LogProb: -8.88586
Palabra: closing Frec: 1 LogProb: -8.88586
Palabra: clothing Frec: 4 LogProb: -7.96957
Palabra: coated Frec: 1 LogProb: -8.88586
Palabra: coatings Frec: 1 LogProb: -8.88586
Palabra: cobalt Frec: 1 LogProb: -8.88586
Palabra: cocacola Frec: 1 LogProb: -8.88586
Palabra: cogeneration Frec: 1 LogProb: -8.88586
Palabra: collection Frec: 1 LogProb: -8.88586
Palabra: combination Frec: 2 LogProb: -8.48039
Palabra: combined Frec: 2 LogProb: -8.48039
Palabra: combining Frec: 1 LogProb: -8.88586
Palabra: comment Frec: 1 LogProb: -8.88586
Palabra: commented Frec: 1 LogProb: -8.88586
Palabra: comments Frec: 2 LogProb: -8.48039
Palabra: commercially Frec: 2 LogProb: -8.48039
Palabra: commission Frec: 3 LogProb: -8.19271
Palabra: commitment Frec: 1 LogProb: -8.88586
Palabra: commitments Frec: 1 LogProb: -8.88586
Palabra: communication Frec: 3 LogProb: -8.19271
Palabra: communications Frec: 3 LogProb: -8.19271
Palabra: companies Frec: 10 LogProb: -7.18111
Palabra: company Frec: 106 LogProb: -4.90617
Palabra: comparable Frec: 2 LogProb: -8.48039
Palabra: compare Frec: 1 LogProb: -8.88586
Palabra: compared Frec: 45 LogProb: -5.75036
Palabra: comparison Frec: 1 LogProb: -8.88586
Palabra: compensated Frec: 1 LogProb: -8.88586
Palabra: compete Frec: 1 LogProb: -8.88586
Palabra: competence Frec: 1 LogProb: -8.88586
Palabra: competition Frec: 1 LogProb: -8.88586
Palabra: competitive Frec: 2 LogProb: -8.48039
Palabra: competitiveness Frec: 2 LogProb: -8.48039
Palabra: competitors Frec: 2 LogProb: -8.48039
Palabra: complement Frec: 1 LogProb: -8.88586
Palabra: completed Frec: 3 LogProb: -8.19271
Palabra: complex Frec: 1 LogProb: -8.88586
Palabra: component Frec: 1 LogProb: -8.88586
Palabra: componenta Frec: 7 LogProb: -7.49956
Palabra: components Frec: 3 LogProb: -8.19271
Palabra: comprised Frec: 1 LogProb: -8.88586
Palabra: computer Frec: 1 LogProb: -8.88586
Palabra: concentrate Frec: 1 LogProb: -8.88586
Palabra: concept Frec: 2 LogProb: -8.48039
Palabra: concerning Frec: 1 LogProb: -8.88586
Palabra: concluded Frec: 1 LogProb: -8.88586
Palabra: conditioning Frec: 1 LogProb: -8.88586
Palabra: confident Frec: 1 LogProb: -8.88586
Palabra: confirmed Frec: 1 LogProb: -8.88586
Palabra: conjunction Frec: 1 LogProb: -8.88586
Palabra: connections Frec: 1 LogProb: -8.88586
Palabra: consensus Frec: 5 LogProb: -7.78724
Palabra: conservative Frec: 1 LogProb: -8.88586
Palabra: considerably Frec: 4 LogProb: -7.96957
Palabra: considers Frec: 1 LogProb: -8.88586
Palabra: consistency Frec: 1 LogProb: -8.88586
Palabra: consists Frec: 1 LogProb: -8.88586
Palabra: consolidate Frec: 1 LogProb: -8.88586
Palabra: consolidated Frec: 4 LogProb: -7.96957
Palabra: consolidating Frec: 1 LogProb: -8.88586
Palabra: construct Frec: 1 LogProb: -8.88586
Palabra: construction Frec: 14 LogProb: -6.87095
Palabra: consultancy Frec: 2 LogProb: -8.48039
Palabra: consulting Frec: 2 LogProb: -8.48039
Palabra: consumer Frec: 2 LogProb: -8.48039
Palabra: consumers Frec: 2 LogProb: -8.48039
Palabra: consumption Frec: 2 LogProb: -8.48039
Palabra: contact Frec: 1 LogProb: -8.88586
Palabra: continents Frec: 1 LogProb: -8.88586
Palabra: continue Frec: 6 LogProb: -7.63309
Palabra: continued Frec: 4 LogProb: -7.96957
Palabra: continues Frec: 1 LogProb: -8.88586
Palabra: continuing Frec: 3 LogProb: -8.19271
Palabra: contract Frec: 28 LogProb: -6.21171
Palabra: contracted Frec: 2 LogProb: -8.48039
Palabra: contracts Frec: 3 LogProb: -8.19271
Palabra: contrast Frec: 1 LogProb: -8.88586
Palabra: contribute Frec: 2 LogProb: -8.48039
Palabra: contributed Frec: 1 LogProb: -8.88586
Palabra: contribution Frec: 2 LogProb: -8.48039
Palabra: controlled Frec: 5 LogProb: -7.78724
Palabra: controls Frec: 1 LogProb: -8.88586
Palabra: convenient Frec: 1 LogProb: -8.88586
Palabra: converged Frec: 1 LogProb: -8.88586
Palabra: convergent Frec: 2 LogProb: -8.48039
Palabra: converter Frec: 1 LogProb: -8.88586
Palabra: cooling Frec: 1 LogProb: -8.88586
Palabra: cooper Frec: 1 LogProb: -8.88586
Palabra: cooperation Frec: 11 LogProb: -7.0941
Palabra: cooperationand Frec: 1 LogProb: -8.88586
Palabra: cooperative Frec: 1 LogProb: -8.88586
Palabra: coordinate Frec: 1 LogProb: -8.88586
Palabra: coowner Frec: 1 LogProb: -8.88586
Palabra: copenhagen Frec: 1 LogProb: -8.88586
Palabra: coq Frec: 1 LogProb: -8.88586
Palabra: core Frec: 4 LogProb: -7.96957
Palabra: corp Frec: 7 LogProb: -7.49956
Palabra: corporate Frec: 1 LogProb: -8.88586
Palabra: corporation Frec: 10 LogProb: -7.18111
Palabra: corporations Frec: 1 LogProb: -8.88586
Palabra: corresponding Frec: 44 LogProb: -5.77234
Palabra: cost Frec: 8 LogProb: -7.38178
Palabra: costcutting Frec: 2 LogProb: -8.48039
Palabra: costeffective Frec: 1 LogProb: -8.88586
Palabra: costs Frec: 8 LogProb: -7.38178
Palabra: council Frec: 1 LogProb: -8.88586
Palabra: countries Frec: 6 LogProb: -7.63309
Palabra: country Frec: 2 LogProb: -8.48039
Palabra: couple Frec: 2 LogProb: -8.48039
Palabra: course Frec: 1 LogProb: -8.88586
Palabra: cover Frec: 1 LogProb: -8.88586
Palabra: coverage Frec: 1 LogProb: -8.88586
Palabra: cowie Frec: 1 LogProb: -8.88586
Palabra: cramo Frec: 3 LogProb: -8.19271
Palabra: crane Frec: 1 LogProb: -8.88586
Palabra: cranes Frec: 3 LogProb: -8.19271
Palabra: create Frec: 1 LogProb: -8.88586
Palabra: creates Frec: 1 LogProb: -8.88586
Palabra: creating Frec: 1 LogProb: -8.88586
Palabra: credit Frec: 3 LogProb: -8.19271
Palabra: critical Frec: 1 LogProb: -8.88586
Palabra: cross Frec: 1 LogProb: -8.88586
Palabra: crowns Frec: 3 LogProb: -8.19271
Palabra: cruise Frec: 1 LogProb: -8.88586
Palabra: crystals Frec: 1 LogProb: -8.88586
Palabra: cthv Frec: 3 LogProb: -8.19271
Palabra: cto Frec: 1 LogProb: -8.88586
Palabra: cumerio Frec: 1 LogProb: -8.88586
Palabra: currency Frec: 3 LogProb: -8.19271
Palabra: current Frec: 7 LogProb: -7.49956
Palabra: currently Frec: 2 LogProb: -8.48039
Palabra: curve Frec: 1 LogProb: -8.88586
Palabra: custody Frec: 1 LogProb: -8.88586
Palabra: custom Frec: 1 LogProb: -8.88586
Palabra: customer Frec: 6 LogProb: -7.63309
Palabra: customers Frec: 12 LogProb: -7.01405
Palabra: cut Frec: 1 LogProb: -8.88586
Palabra: cutlery Frec: 1 LogProb: -8.88586
Palabra: cuts Frec: 1 LogProb: -8.88586
Palabra: cutting Frec: 2 LogProb: -8.48039
Palabra: cvd Frec: 1 LogProb: -8.88586
Palabra: cybercom Frec: 1 LogProb: -8.88586
Palabra: czech Frec: 2 LogProb: -8.48039
Palabra: dagens Frec: 1 LogProb: -8.88586
Palabra: danske Frec: 2 LogProb: -8.48039
Palabra: data Frec: 5 LogProb: -7.78724
Palabra: datadriven Frec: 1 LogProb: -8.88586
Palabra: day Frec: 1 LogProb: -8.88586
Palabra: dc Frec: 2 LogProb: -8.48039
Palabra: dd Frec: 1 LogProb: -8.88586
Palabra: deal Frec: 5 LogProb: -7.78724
Palabra: dealer Frec: 1 LogProb: -8.88586
Palabra: dealers Frec: 3 LogProb: -8.19271
Palabra: dec Frec: 1 LogProb: -8.88586
Palabra: december Frec: 7 LogProb: -7.49956
Palabra: decrease Frec: 3 LogProb: -8.19271
Palabra: deep Frec: 1 LogProb: -8.88586
Palabra: defense Frec: 1 LogProb: -8.88586
Palabra: degree Frec: 1 LogProb: -8.88586
Palabra: delighted Frec: 2 LogProb: -8.48039
Palabra: deliver Frec: 6 LogProb: -7.63309
Palabra: delivered Frec: 3 LogProb: -8.19271
Palabra: deliveries Frec: 4 LogProb: -7.96957
Palabra: delivery Frec: 3 LogProb: -8.19271
Palabra: demand Frec: 11 LogProb: -7.0941
Palabra: demonstrates Frec: 2 LogProb: -8.48039
Palabra: denmark Frec: 3 LogProb: -8.19271
Palabra: department Frec: 3 LogProb: -8.19271
Palabra: deposits Frec: 1 LogProb: -8.88586
Palabra: derive Frec: 1 LogProb: -8.88586
Palabra: design Frec: 2 LogProb: -8.48039
Palabra: designed Frec: 2 LogProb: -8.48039
Palabra: detailed Frec: 1 LogProb: -8.88586
Palabra: deutsche Frec: 1 LogProb: -8.88586
Palabra: develop Frec: 3 LogProb: -8.19271
Palabra: developed Frec: 1 LogProb: -8.88586
Palabra: developer Frec: 7 LogProb: -7.49956
Palabra: developing Frec: 2 LogProb: -8.48039
Palabra: development Frec: 7 LogProb: -7.49956
Palabra: device Frec: 1 LogProb: -8.88586
Palabra: devices Frec: 1 LogProb: -8.88586
Palabra: diagnostic Frec: 1 LogProb: -8.88586
Palabra: dibba Frec: 2 LogProb: -8.48039
Palabra: diesel Frec: 1 LogProb: -8.88586
Palabra: dietz Frec: 1 LogProb: -8.88586
Palabra: digia Frec: 2 LogProb: -8.48039
Palabra: digital Frec: 3 LogProb: -8.19271
Palabra: diluted Frec: 7 LogProb: -7.49956
Palabra: directed Frec: 1 LogProb: -8.88586
Palabra: director Frec: 7 LogProb: -7.49956
Palabra: directors Frec: 2 LogProb: -8.48039
Palabra: dirk Frec: 1 LogProb: -8.88586
Palabra: discounted Frec: 1 LogProb: -8.88586
Palabra: distribution Frec: 2 LogProb: -8.48039
Palabra: distributor Frec: 2 LogProb: -8.48039
Palabra: dividend Frec: 4 LogProb: -7.96957
