Número de documentos (noticias) del corpus: 1264
Número de palabras del corpus: 14519
Palabra: arrangements Frec: 2 LogProb: -8.80192
Palabra: arrangers Frec: 1 LogProb: -9.20739
Palabra: arrived Frec: 1 LogProb: -9.20739
Palabra: art Frec: 1 LogProb: -9.20739
Palabra: artemis Frec: 1 LogProb: -9.20739
Palabra: arteva Frec: 1 LogProb: -9.20739
Palabra: article Frec: 1 LogProb: -9.20739
Palabra: articles Frec: 1 LogProb: -9.20739
Palabra: arto Frec: 1 LogProb: -9.20739
Palabra: arts Frec: 2 LogProb: -8.80192
Palabra: asbuilt Frec: 1 LogProb: -9.20739
Palabra: ashley Frec: 1 LogProb: -9.20739
Palabra: asia Frec: 3 LogProb: -8.51424
Palabra: asian Frec: 1 LogProb: -9.20739
Palabra: aside Frec: 1 LogProb: -9.20739
Palabra: asked Frec: 1 LogProb: -9.20739
Palabra: asphalt Frec: 2 LogProb: -8.80192
Palabra: aspo Frec: 7 LogProb: -7.82109
Palabra: aspocomp Frec: 4 LogProb: -8.2911
Palabra: aspokem Frec: 1 LogProb: -9.20739
Palabra: assa Frec: 2 LogProb: -8.80192
Palabra: assembly Frec: 3 LogProb: -8.51424
Palabra: assessment Frec: 1 LogProb: -9.20739
Palabra: asset Frec: 3 LogProb: -8.51424
Palabra: assets Frec: 6 LogProb: -7.95462
Palabra: assigned Frec: 1 LogProb: -9.20739
Palabra: assignment Frec: 1 LogProb: -9.20739
Palabra: assist Frec: 1 LogProb: -9.20739
Palabra: associated Frec: 2 LogProb: -8.80192
Palabra: associates Frec: 1 LogProb: -9.20739
Palabra: association Frec: 2 LogProb: -8.80192
Palabra: assume Frec: 1 LogProb: -9.20739
Palabra: assumed Frec: 1 LogProb: -9.20739
Palabra: assurance Frec: 1 LogProb: -9.20739
Palabra: asthma Frec: 1 LogProb: -9.20739
Palabra: atlas Frec: 1 LogProb: -9.20739
Palabra: atria Frec: 3 LogProb: -8.51424
Palabra: att Frec: 1 LogProb: -9.20739
Palabra: attach Frec: 1 LogProb: -9.20739
Palabra: attached Frec: 2 LogProb: -8.80192
Palabra: attackers Frec: 1 LogProb: -9.20739
Palabra: attempt Frec: 2 LogProb: -8.80192
Palabra: attention Frec: 2 LogProb: -8.80192
Palabra: audio Frec: 5 LogProb: -8.10877
Palabra: auditor Frec: 1 LogProb: -9.20739
Palabra: auditors Frec: 1 LogProb: -9.20739
Palabra: august Frec: 8 LogProb: -7.70331
Palabra: aura Frec: 1 LogProb: -9.20739
Palabra: aussage Frec: 1 LogProb: -9.20739
Palabra: australia Frec: 1 LogProb: -9.20739
Palabra: austrian Frec: 1 LogProb: -9.20739
Palabra: authorisation Frec: 2 LogProb: -8.80192
Palabra: authorise Frec: 1 LogProb: -9.20739
Palabra: authorities Frec: 4 LogProb: -8.2911
Palabra: authority Frec: 5 LogProb: -8.10877
Palabra: authorization Frec: 2 LogProb: -8.80192
Palabra: authorized Frec: 2 LogProb: -8.80192
Palabra: automates Frec: 1 LogProb: -9.20739
Palabra: automatically Frec: 3 LogProb: -8.51424
Palabra: automation Frec: 4 LogProb: -8.2911
Palabra: automotive Frec: 2 LogProb: -8.80192
Palabra: autotank Frec: 1 LogProb: -9.20739
Palabra: autumn Frec: 2 LogProb: -8.80192
Palabra: available Frec: 17 LogProb: -7.01016
Palabra: avc Frec: 1 LogProb: -9.20739
Palabra: avena Frec: 1 LogProb: -9.20739
Palabra: avenue Frec: 1 LogProb: -9.20739
Palabra: average Frec: 2 LogProb: -8.80192
Palabra: aviation Frec: 2 LogProb: -8.80192
Palabra: award Frec: 1 LogProb: -9.20739
Palabra: awarded Frec: 1 LogProb: -9.20739
Palabra: awardwinning Frec: 1 LogProb: -9.20739
Palabra: awareness Frec: 1 LogProb: -9.20739
Palabra: away Frec: 1 LogProb: -9.20739
Palabra: axes Frec: 1 LogProb: -9.20739
Palabra: axis Frec: 1 LogProb: -9.20739
Palabra: b Frec: 8 LogProb: -7.70331
Palabra: back Frec: 1 LogProb: -9.20739
Palabra: backhaul Frec: 1 LogProb: -9.20739
Palabra: backlog Frec: 1 LogProb: -9.20739
Palabra: backup Frec: 2 LogProb: -8.80192
Palabra: bag Frec: 1 LogProb: -9.20739
Palabra: bags Frec: 2 LogProb: -8.80192
Palabra: bahrain Frec: 1 LogProb: -9.20739
Palabra: baked Frec: 1 LogProb: -9.20739
Palabra: baker Frec: 1 LogProb: -9.20739
Palabra: bakery Frec: 1 LogProb: -9.20739
Palabra: bakman Frec: 1 LogProb: -9.20739
Palabra: balance Frec: 2 LogProb: -8.80192
Palabra: baldauf Frec: 1 LogProb: -9.20739
Palabra: ball Frec: 1 LogProb: -9.20739
Palabra: baltic Frec: 11 LogProb: -7.41563
Palabra: baltics Frec: 1 LogProb: -9.20739
Palabra: ban Frec: 1 LogProb: -9.20739
Palabra: band Frec: 1 LogProb: -9.20739
Palabra: bands Frec: 2 LogProb: -8.80192
Palabra: bangalore Frec: 1 LogProb: -9.20739
Palabra: bangkok Frec: 1 LogProb: -9.20739
Palabra: bank Frec: 37 LogProb: -6.26295
Palabra: banken Frec: 1 LogProb: -9.20739
Palabra: banking Frec: 5 LogProb: -8.10877
Palabra: banks Frec: 7 LogProb: -7.82109
Palabra: bao Frec: 1 LogProb: -9.20739
Palabra: barc Frec: 1 LogProb: -9.20739
Palabra: barclays Frec: 2 LogProb: -8.80192
Palabra: barges Frec: 1 LogProb: -9.20739
Palabra: bark Frec: 1 LogProb: -9.20739
Palabra: barley Frec: 1 LogProb: -9.20739
Palabra: barleycorn Frec: 1 LogProb: -9.20739
Palabra: barstow Frec: 1 LogProb: -9.20739
Palabra: barum Frec: 1 LogProb: -9.20739
Palabra: bascule Frec: 1 LogProb: -9.20739
Palabra: base Frec: 6 LogProb: -7.95462
Palabra: based Frec: 18 LogProb: -6.95609
Palabra: bases Frec: 1 LogProb: -9.20739
Palabra: basestations Frec: 1 LogProb: -9.20739
Palabra: basic Frec: 2 LogProb: -8.80192
Palabra: basis Frec: 4 LogProb: -8.2911
Palabra: basket Frec: 1 LogProb: -9.20739
Palabra: basware Frec: 17 LogProb: -7.01016
Palabra: bathrooms Frec: 1 LogProb: -9.20739
Palabra: bawag Frec: 1 LogProb: -9.20739
Palabra: bb Frec: 1 LogProb: -9.20739
Palabra: bc Frec: 1 LogProb: -9.20739
Palabra: bcs Frec: 1 LogProb: -9.20739
Palabra: became Frec: 5 LogProb: -8.10877
Palabra: become Frec: 7 LogProb: -7.82109
Palabra: becoming Frec: 2 LogProb: -8.80192
Palabra: bed Frec: 1 LogProb: -9.20739
Palabra: bedroom Frec: 1 LogProb: -9.20739
Palabra: beeinflussen Frec: 1 LogProb: -9.20739
Palabra: before Frec: 12 LogProb: -7.33558
Palabra: begin Frec: 4 LogProb: -8.2911
Palabra: beginning Frec: 7 LogProb: -7.82109
Palabra: behalf Frec: 2 LogProb: -8.80192
Palabra: behavioural Frec: 1 LogProb: -9.20739
Palabra: behind Frec: 2 LogProb: -8.80192
Palabra: being Frec: 10 LogProb: -7.50264
Palabra: belarus Frec: 1 LogProb: -9.20739
Palabra: belchatow Frec: 2 LogProb: -8.80192
Palabra: belgium Frec: 1 LogProb: -9.20739
Palabra: believe Frec: 2 LogProb: -8.80192
Palabra: below Frec: 1 LogProb: -9.20739
Palabra: benches Frec: 1 LogProb: -9.20739
Palabra: benchmark Frec: 4 LogProb: -8.2911
Palabra: benecol Frec: 1 LogProb: -9.20739
Palabra: beneficiaries Frec: 1 LogProb: -9.20739
Palabra: benefon Frec: 1 LogProb: -9.20739
Palabra: benelux Frec: 1 LogProb: -9.20739
Palabra: bernhard Frec: 1 LogProb: -9.20739
Palabra: bertrand Frec: 3 LogProb: -8.51424
Palabra: besides Frec: 3 LogProb: -8.51424
Palabra: bestinclass Frec: 1 LogProb: -9.20739
Palabra: bestseller Frec: 1 LogProb: -9.20739
Palabra: betatester Frec: 1 LogProb: -9.20739
Palabra: betoni Frec: 1 LogProb: -9.20739
Palabra: betonituote Frec: 1 LogProb: -9.20739
Palabra: between Frec: 12 LogProb: -7.33558
Palabra: bg Frec: 1 LogProb: -9.20739
Palabra: bhushan Frec: 1 LogProb: -9.20739
Palabra: bia Frec: 1 LogProb: -9.20739
Palabra: bid Frec: 5 LogProb: -8.10877
Palabra: bidirectionality Frec: 1 LogProb: -9.20739
Palabra: big Frec: 2 LogProb: -8.80192
Palabra: bigger Frec: 2 LogProb: -8.80192
Palabra: biggest Frec: 4 LogProb: -8.2911
Palabra: bill Frec: 1 LogProb: -9.20739
Palabra: billing Frec: 4 LogProb: -8.2911
Palabra: billion Frec: 13 LogProb: -7.26148
Palabra: billionaire Frec: 1 LogProb: -9.20739
Palabra: bim Frec: 1 LogProb: -9.20739
Palabra: bio Frec: 1 LogProb: -9.20739
Palabra: biofuels Frec: 1 LogProb: -9.20739
Palabra: bioheapleaching Frec: 1 LogProb: -9.20739
Palabra: biohit Frec: 1 LogProb: -9.20739
Palabra: biologicals Frec: 1 LogProb: -9.20739
Palabra: biomass Frec: 1 LogProb: -9.20739
Palabra: biotherapeutics Frec: 1 LogProb: -9.20739
Palabra: biotie Frec: 1 LogProb: -9.20739
Palabra: bioview Frec: 1 LogProb: -9.20739
Palabra: birch Frec: 3 LogProb: -8.51424
Palabra: birmingham Frec: 1 LogProb: -9.20739
Palabra: biscuit Frec: 1 LogProb: -9.20739
Palabra: biscuits Frec: 1 LogProb: -9.20739
Palabra: bit Frec: 1 LogProb: -9.20739
Palabra: bitmapped Frec: 1 LogProb: -9.20739
Palabra: bj Frec: 1 LogProb: -9.20739
Palabra: bjorn Frec: 1 LogProb: -9.20739
Palabra: bjrn Frec: 1 LogProb: -9.20739
Palabra: bk Frec: 1 LogProb: -9.20739
Palabra: black Frec: 1 LogProb: -9.20739
Palabra: blast Frec: 2 LogProb: -8.80192
Palabra: blending Frec: 1 LogProb: -9.20739
Palabra: block Frec: 4 LogProb: -8.2911
Palabra: blog Frec: 1 LogProb: -9.20739
Palabra: bloodoxygen Frec: 1 LogProb: -9.20739
Palabra: blue Frec: 1 LogProb: -9.20739
Palabra: bluebird Frec: 1 LogProb: -9.20739
Palabra: bluewin Frec: 1 LogProb: -9.20739
Palabra: blyk Frec: 1 LogProb: -9.20739
Palabra: bn Frec: 7 LogProb: -7.82109
Palabra: bnamericas Frec: 2 LogProb: -8.80192
Palabra: bnpp Frec: 1 LogProb: -9.20739
Palabra: board Frec: 44 LogProb: -6.09387
Palabra: boardman Frec: 1 LogProb: -9.20739
Palabra: boards Frec: 1 LogProb: -9.20739
Palabra: boat Frec: 1 LogProb: -9.20739
Palabra: boats Frec: 3 LogProb: -8.51424
Palabra: bodies Frec: 1 LogProb: -9.20739
Palabra: body Frec: 2 LogProb: -8.80192
Palabra: bollore Frec: 1 LogProb: -9.20739
Palabra: bond Frec: 4 LogProb: -8.2911
Palabra: bonds Frec: 6 LogProb: -7.95462
Palabra: boni Frec: 1 LogProb: -9.20739
Palabra: book Frec: 3 LogProb: -8.51424
Palabra: books Frec: 1 LogProb: -9.20739
Palabra: boomerang Frec: 1 LogProb: -9.20739
Palabra: boomeranger Frec: 1 LogProb: -9.20739
Palabra: boost Frec: 1 LogProb: -9.20739
Palabra: boots Frec: 1 LogProb: -9.20739
Palabra: bordeaux Frec: 1 LogProb: -9.20739
Palabra: boring Frec: 1 LogProb: -9.20739
Palabra: borrowers Frec: 1 LogProb: -9.20739
Palabra: borrowing Frec: 1 LogProb: -9.20739
Palabra: both Frec: 18 LogProb: -6.95609
Palabra: bothnia Frec: 1 LogProb: -9.20739
Palabra: bottle Frec: 1 LogProb: -9.20739
Palabra: bottom Frec: 2 LogProb: -8.80192
Palabra: bought Frec: 2 LogProb: -8.80192
Palabra: bovine Frec: 1 LogProb: -9.20739
Palabra: box Frec: 2 LogProb: -8.80192
Palabra: boxes Frec: 2 LogProb: -8.80192
Palabra: boy Frec: 1 LogProb: -9.20739
Palabra: bp Frec: 1 LogProb: -9.20739
Palabra: bps Frec: 2 LogProb: -8.80192
Palabra: bracing Frec: 1 LogProb: -9.20739
Palabra: branch Frec: 6 LogProb: -7.95462
Palabra: branches Frec: 1 LogProb: -9.20739
Palabra: brand Frec: 8 LogProb: -7.70331
Palabra: brandnew Frec: 3 LogProb: -8.51424
Palabra: brands Frec: 7 LogProb: -7.82109
Palabra: brazil Frec: 3 LogProb: -8.51424
Palabra: breakfast Frec: 1 LogProb: -9.20739
Palabra: breeze Frec: 1 LogProb: -9.20739
Palabra: bretagne Frec: 1 LogProb: -9.20739
Palabra: brian Frec: 2 LogProb: -8.80192
Palabra: bridge Frec: 6 LogProb: -7.95462
Palabra: bridges Frec: 1 LogProb: -9.20739
Palabra: brief Frec: 3 LogProb: -8.51424
Palabra: bring Frec: 1 LogProb: -9.20739
Palabra: britain Frec: 1 LogProb: -9.20739
Palabra: british Frec: 1 LogProb: -9.20739
Palabra: broadband Frec: 6 LogProb: -7.95462
Palabra: broadcast Frec: 1 LogProb: -9.20739
Palabra: broker Frec: 3 LogProb: -8.51424
Palabra: brokerage Frec: 1 LogProb: -9.20739
Palabra: brokers Frec: 1 LogProb: -9.20739
Palabra: brothers Frec: 1 LogProb: -9.20739
Palabra: brought Frec: 1 LogProb: -9.20739
Palabra: browser Frec: 1 LogProb: -9.20739
Palabra: bssoss Frec: 1 LogProb: -9.20739
Palabra: budapest Frec: 1 LogProb: -9.20739
Palabra: budget Frec: 2 LogProb: -8.80192
Palabra: build Frec: 5 LogProb: -8.10877
Palabra: building Frec: 29 LogProb: -6.49934
Palabra: buildings Frec: 2 LogProb: -8.80192
Palabra: builds Frec: 4 LogProb: -8.2911
Palabra: built Frec: 11 LogProb: -7.41563
Palabra: bulk Frec: 1 LogProb: -9.20739
Palabra: bunge Frec: 1 LogProb: -9.20739
Palabra: burt Frec: 1 LogProb: -9.20739
Palabra: burton Frec: 1 LogProb: -9.20739
Palabra: bus Frec: 1 LogProb: -9.20739
Palabra: business Frec: 89 LogProb: -5.40072
Palabra: businesses Frec: 6 LogProb: -7.95462
Palabra: businesstobusiness Frec: 1 LogProb: -9.20739
Palabra: button Frec: 1 LogProb: -9.20739
Palabra: buy Frec: 4 LogProb: -8.2911
Palabra: buyer Frec: 4 LogProb: -8.2911
Palabra: buying Frec: 1 LogProb: -9.20739
Palabra: buyout Frec: 4 LogProb: -8.2911
Palabra: bv Frec: 1 LogProb: -9.20739
Palabra: bylander Frec: 1 LogProb: -9.20739
Palabra: byline Frec: 1 LogProb: -9.20739
Palabra: c Frec: 5 LogProb: -8.10877
Palabra: cabin Frec: 1 LogProb: -9.20739
Palabra: cable Frec: 1 LogProb: -9.20739
Palabra: cables Frec: 1 LogProb: -9.20739
Palabra: cabot Frec: 1 LogProb: -9.20739
Palabra: cadmodelling Frec: 1 LogProb: -9.20739
Palabra: cagr Frec: 1 LogProb: -9.20739
Palabra: calafate Frec: 1 LogProb: -9.20739
Palabra: calcination Frec: 1 LogProb: -9.20739
Palabra: calculated Frec: 4 LogProb: -8.2911
Palabra: calendar Frec: 1 LogProb: -9.20739
Palabra: calibration Frec: 1 LogProb: -9.20739
Palabra: calif Frec: 2 LogProb: -8.80192
Palabra: california Frec: 1 LogProb: -9.20739
Palabra: call Frec: 6 LogProb: -7.95462
Palabra: called Frec: 2 LogProb: -8.80192
Palabra: callers Frec: 2 LogProb: -8.80192
Palabra: calls Frec: 7 LogProb: -7.82109
Palabra: came Frec: 5 LogProb: -8.10877
Palabra: cameco Frec: 1 LogProb: -9.20739
Palabra: cameras Frec: 2 LogProb: -8.80192
Palabra: campaign Frec: 1 LogProb: -9.20739
Palabra: campbell Frec: 1 LogProb: -9.20739
Palabra: campofrio Frec: 1 LogProb: -9.20739
Palabra: canada Frec: 1 LogProb: -9.20739
Palabra: cancer Frec: 1 LogProb: -9.20739
Palabra: cannon Frec: 1 LogProb: -9.20739
Palabra: cant Frec: 1 LogProb: -9.20739
Palabra: cap Frec: 6 LogProb: -7.95462
Palabra: capabilities Frec: 1 LogProb: -9.20739
Palabra: capable Frec: 1 LogProb: -9.20739
Palabra: capacities Frec: 2 LogProb: -8.80192
Palabra: capacity Frec: 12 LogProb: -7.33558
Palabra: capcom Frec: 1 LogProb: -9.20739
Palabra: capital Frec: 35 LogProb: -6.31701
Palabra: capitex Frec: 1 LogProb: -9.20739
Palabra: capman Frec: 24 LogProb: -6.68166
Palabra: capture Frec: 1 LogProb: -9.20739
Palabra: captures Frec: 1 LogProb: -9.20739
